Ullage  (cm.),Tank,-1,0,1,2,3,4
253,1S,10030.9,10027,10023.2,10019.3,10015.3,10011.4
254,1S,10025.8,10021.9,10018,10014.1,10010.2,10006.3
255,1S,10020.6,10016.8,10012.9,10009,10005.1,10001.2
256,1S,10015.5,10011.6,10007.8,10003.9,9999.9,9996
257,1S,10010.4,10006.5,10002.6,9998.7,9994.8,9990.9
258,1S,10005.2,10001.4,9997.5,9993.6,9989.7,9985.7
259,1S,10000.1,9996.2,9992.4,9988.5,9984.5,9980.6
260,1S,9995,9991.1,9987.2,9983.3,9979.4,9975.5
261,1S,9989.8,9986,9982.1,9978.2,9974.3,9970.3
262,1S,9984.7,9980.8,9977,9973.1,9969.1,9965.2
263,1S,9979.6,9975.7,9971.8,9967.9,9964,9960.1
264,1S,9974.4,9970.6,9966.7,9962.8,9958.9,9954.9
265,1S,9969.3,9965.4,9961.6,9957.7,9953.7,9949.8
266,1S,9964.2,9960.3,9956.4,9952.5,9948.6,9944.7
267,1S,9959,9955.2,9951.3,9947.4,9943.5,9939.5
268,1S,9953.9,9950,9946.2,9942.3,9938.3,9934.4
269,1S,9948.8,9944.9,9941,9937.1,9933.2,9929.3
270,1S,9943.6,9939.8,9935.9,9932,9928.1,9924.1
275,1S,9918,9914.1,9910.2,9906.3,9902.4,9898.5
280,1S,9892.3,9888.4,9884.6,9880.7,9876.7,9872.8
285,1S,9866.6,9862.8,9858.9,9855,9851.1,9847.1
290,1S,9841,9837.1,9833.2,9829.3,9825.4,9821.5
295,1S,9815.3,9811.4,9807.6,9803.7,9799.8,9795.8
300,1S,9789.6,9785.8,9781.9,9778,9774.1,9770.1
305,1S,9764,9760.1,9756.2,9752.3,9748.4,9744.5
310,1S,9738.3,9734.5,9730.6,9726.7,9722.8,9718.8
315,1S,9712.6,9708.8,9704.9,9701,9697.1,9693.1
320,1S,9687,9683.1,9679.3,9675.3,9671.4,9667.5
325,1S,9661.3,9657.5,9653.6,9649.7,9645.8,9641.8
330,1S,9635.7,9631.8,9627.9,9624,9620.1,9616.1
335,1S,9610,9606.1,9602.3,9598.4,9594.4,9590.5
340,1S,9584.3,9580.5,9576.6,9572.7,9568.8,9564.8
345,1S,9558.7,9554.8,9550.9,9547,9543.1,9539.1
350,1S,9533,9529.1,9525.3,9521.4,9517.4,9513.5
355,1S,9507.3,9503.5,9499.6,9495.7,9491.8,9487.8
360,1S,9481.7,9477.8,9473.9,9470,9466.1,9462.1
365,1S,9456,9452.1,9448.3,9444.4,9440.4,9436.5
370,1S,9430.3,9426.5,9422.6,9418.7,9414.8,9410.8
375,1S,9404.7,9400.8,9396.9,9393,9389.1,9385.1
380,1S,9379,9375.2,9371.3,9367.4,9363.4,9359.5
385,1S,9353.3,9349.5,9345.6,9341.7,9337.8,9333.8
390,1S,9327.7,9323.8,9319.9,9316,9312.1,9308.1
395,1S,9302,9298.2,9294.3,9290.4,9286.4,9282.5
400,1S,9276.4,9272.5,9268.6,9264.7,9260.8,9256.8
405,1S,9250.7,9246.8,9243,9239,9235.1,9231.1
410,1S,9225,9221.2,9217.3,9213.4,9209.4,9205.5
415,1S,9199.4,9195.5,9191.6,9187.7,9183.8,9179.8
420,1S,9173.7,9169.8,9166,9162,9158.1,9154.1
425,1S,9148,9144.2,9140.3,9136.4,9132.4,9128.5
430,1S,9122.4,9118.5,9114.6,9110.7,9106.8,9102.8
435,1S,9096.7,9092.9,9089,9085.1,9081.1,9077.1
440,1S,9071,9067.2,9063.3,9059.4,9055.4,9051.5
445,1S,9045.4,9041.5,9037.6,9033.7,9029.8,9025.8
450,1S,9019.7,9015.9,9012,9008.1,9004.1,9000.1
455,1S,8994,8990.2,8986.3,8982.4,8978.4,8974.5
460,1S,8968.4,8964.5,8960.6,8956.7,8952.8,8948.8
465,1S,8942.7,8938.9,8935,8931.1,8927.1,8923.1
